# StartTime = 10-06-2025 10:17:22.1798 PM
Time (sec), Vehicle speed (km/h), Acceleration (g), Total Fuel Economy (l/100 km), Engine Power (hp), Fuel Rate (l/hr), Total CO2 (kg), CO2 flow (g/s), Instant Fuel Economy (l/100 km), Instant CO2 rate (g/km), Mass air flow rate (g/s), Fuel/Air commanded equivalence ratio, Barometric pressure (psi), Support of intake manifold absolute pressure data, Intake manifold absolute pressure A (psi), Boost (psi), Engine RPM (RPM), Engine Torque (N•m), Latitude (deg), Longitude (deg)
262.966,62,-0.038996056,25.473806,5.3881655,1.4875838,13.969224,0.97010994,2.3612423,55.434853,4,0.999424,14.503774,1,3.3086734,-11.195101,1364.5,25.162588,43.96902,-78.927025
263.324,62,-0.038996056,25.467552,4.8216243,1.3311712,13.969532,0.8681073,2.1470487,50.40623,3.82,0.999424,14.503774,1,3.0956492,-11.408125,1341,24.451384,43.968887,-78.92696
263.684,60,-0.07870588,25.461372,4.6046515,1.2712685,13.9698305,0.8290425,2.0504315,48.13795,3.71,0.999424,14.503774,1,3.2134924,-11.290281,1314,24.235243,43.968887,-78.92696
264.052,59,-0.117916524,25.455372,4.472057,1.2346612,13.970121,0.8051695,2.0577672,48.310173,3.65,0.999424,14.503774,1,3.1591032,-11.34467,1280.75,24.462303,43.968887,-78.92696
264.420,58,-0.07695769,25.44945,4.3997326,1.2146937,13.970407,0.79214793,2.0588012,48.33445,3.42,0.999424,14.503774,1,3.4401138,-11.06366,1278.5,22.961182,43.96876,-78.9269
264.802,57,-0.075458735,25.443382,4.122489,1.1381513,13.970685,0.7422317,1.9623284,46.069557,6.46,0.999424,14.358736,1,5.0944505,-9.264285,1269,43.695805,43.96876,-78.9269
265.206,55,-0.11032638,25.437923,7.7869234,2.1498413,13.971238,1.4019933,3.7716486,88.54694,11.78,0.999424,14.358736,1,10.365665,-3.9930701,1429.5,70.73428,43.96876,-78.9269
265.589,54,-0.10633654,25.433235,14.199684,3.920299,13.97222,2.556576,7.127811,167.33952,22.4,0.999424,14.358736,1,13.864701,-0.4940348,1736.75,110.70814,43.96864,-78.92685
265.988,53,-0.07139099,25.42999,27.001097,7.4545584,13.974197,4.861401,13.804728,324.09338,30.73,0.999424,14.358736,1,14.336074,-0.022662146,1555.25,169.60208,43.96864,-78.92685
266.362,53,-0.037669126,25.428703,37.04213,10.226722,13.976793,6.6692343,19.295689,453.0046,40.86,0.999424,14.358736,1,15.451052,1.0923154,1516,231.3492,43.96842,-78.92675
266.737,53,1.6410025E-16,25.428535,49.252895,13.597913,13.980118,8.867716,25.656422,602.33545,42.16,0.999424,14.358736,1,16.52977,2.1710336,1514.5,238.94623,43.96842,-78.92675
267.104,52,-0.037770767,25.42876,50.819923,14.030543,13.983411,9.149851,26.472704,621.4993,52.34,0.999424,14.358736,1,18.93649,4.5777535,1542.5,291.2577,43.96842,-78.92675
267.503,52,-0.037770767,25.430946,63.090958,17.418375,13.987845,11.359184,33.49685,786.4051,58.27,0.999424,14.358736,1,20.667877,6.3091416,1549.5,322.79166,43.96831,-78.9267
267.885,53,0.03626748,25.433815,70.23901,19.391836,13.992782,12.646153,37.29196,875.5029,61.07,0.999424,14.358736,1,21.692207,7.333471,1562,335.59518,43.96831,-78.9267
268.262,54,0.07416098,25.436625,73.61415,20.323656,13.99776,13.253828,38.34649,900.2601,64.29,0.999424,14.358736,1,23.128986,8.77025,1567.75,351.99417,43.96831,-78.9267
268.635,54,0.037893496,25.440054,77.49556,21.395248,14.002994,13.952655,39.6208,930.177,70.39,0.999424,14.358736,1,24.94196,10.583222,1600,377.6242,43.9682,-78.92664
269.002,55,0.038030308,25.444284,84.84853,23.425283,14.008706,15.276519,43.380123,1018.4346,73.66,0.999424,14.358736,1,25.3952,11.036466,1627.75,388.43008,43.9682,-78.92664
269.385,56,0.07705156,25.448982,88.790215,24.513515,14.01469,15.9861965,44.569996,1046.3693,79.82,0.999424,14.358736,1,26.066,11.707265,1656,413.73306,43.9682,-78.92664
269.752,58,0.1116853,25.454157,96.215515,26.56352,14.020913,17.323082,47.434822,1113.6267,76.91,0.999424,14.358736,1,25.141386,10.782649,1680.75,392.77924,43.9682,-78.92664
270.136,59,0.110134125,25.45922,92.70779,25.595093,14.027454,16.691534,44.129436,1036.0262,69.38,0.999424,14.358736,1,22.739199,8.380462,1711.75,347.9067,43.9682,-78.92664
270.509,60,0.0755567,25.463045,83.63108,23.089163,14.033263,15.057322,39.134148,918.75183,59.72,0.999424,14.358736,1,19.81578,5.457045,1725.75,297.03714,43.96787,-78.92649
270.885,60,0.038086627,25.464893,71.986855,19.874386,14.037986,12.960842,33.12395,777.6505,46.34,0.999424,14.358736,1,12.858502,-1.5002341,1732,229.65558,43.96787,-78.92649
271.262,61,0.036382917,25.46531,55.85852,15.4216175,14.041796,10.057023,25.702677,603.4214,57.57,0.999424,14.358736,1,12.269286,-2.08945,1735.75,284.69373,43.96787,-78.92649
271.647,61,0.036382917,25.466906,69.39523,19.15888,14.046618,12.494234,31.407978,737.3647,50.05,0.999424,14.358736,1,11.027401,-3.3313355,1736,247.47037,43.96774,-78.92643
272.026,61,1.4146573E-16,25.46708,60.330578,16.656279,14.050531,10.862193,27.305355,641.0474,45.98,0.999424,14.358736,1,11.036466,-3.3222706,1739.5,226.88896,43.96774,-78.92643
272.410,61,1.4146573E-16,25.466965,55.424572,15.301812,14.054417,9.978893,25.084919,588.91833,44.05,0.999424,14.358736,1,10.9866085,-3.3721273,1743,216.92888,43.96774,-78.92643
272.782,61,1.4146573E-16,25.46653,53.09814,14.659522,14.0581455,9.560032,24.031986,564.1986,42.73,0.999424,14.358736,1,10.818909,-3.5398273,1754.25,209.07892,43.96774,-78.92643
273.151,62,0.03938324,25.465996,51.507004,14.220236,14.061633,9.273557,23.311844,547.2919,30.5,0.999424,14.358736,1,12.532167,-1.826569,1763.25,148.4755,43.96774,-78.92643
273.512,62,0.03938324,25.463633,36.76489,10.15018,14.06403,6.6193185,16.371246,384.3475,30.05,0.999424,14.358736,1,13.15311,-1.2056262,1782.25,144.72539,43.96749,-78.926315
273.885,62,1.4146573E-16,25.461128,36.222454,10.000423,14.066357,6.521656,16.129704,378.67682,29.17,0.999424,14.358736,1,14.435787,0.0770513,1809,138.40976,43.96749,-78.926315
274.262,63,0.03626448,25.458778,35.161697,9.707565,14.068754,6.3306727,15.657352,367.58743,29.42,0.999424,14.358736,1,14.141179,-0.21755661,1830.5,137.95638,43.96749,-78.926315
274.637,63,0.03626448,25.45589,35.463047,9.790764,14.071242,6.384929,15.540883,364.8531,29.36,0.999424,14.358736,1,14.249958,-0.108778305,1834.75,137.35611,43.96736,-78.926254
274.996,64,0.03944196,25.452892,35.390724,9.770796,14.073518,6.3719077,15.509189,364.109,29.39,0.999424,14.358736,1,13.910026,-0.4487105,1823,138.38269,43.96736,-78.926254
275.362,64,0.03944196,25.450144,35.426888,9.78078,14.07581,6.3784184,15.282457,358.78604,16.63,0.999424,14.358736,1,9.042196,-5.31654,1867.75,76.426216,43.967102,-78.92614
275.730,64,1.4146573E-16,25.445587,20.045904,5.534344,14.077111,3.6091561,8.647406,203.01503,9.42,0.999424,14.358736,1,5.4797072,-8.879029,1829.5,44.196445,43.967102,-78.92614
276.106,63,-0.037795037,25.43977,11.354926,3.134908,14.077879,2.0443928,4.89829,114.99709,5.77,0.999424,14.358736,1,5.2077613,-9.150975,1826,27.123384,43.967102,-78.92614
276.492,64,-7.860516E-05,25.433548,6.9551935,1.9202144,14.078349,1.2522448,3.047957,71.55685,9.06,0.999424,14.358736,1,6.4995036,-7.8592324,1836.75,42.339622,43.96697,-78.92608
276.878,63,0.004571769,25.42768,10.9209795,3.0151026,14.079085,1.966263,4.7110944,110.602295,13.6,0.999424,14.358736,1,11.099919,-3.2588167,1888.25,61.822742,43.96697,-78.92608
277.283,63,-0.033144664,25.42194,16.393524,4.525982,14.080368,2.9515648,7.184093,168.66084,4.48,0.999424,14.358736,1,6.2139606,-8.144775,1817.75,21.154984,43.96697,-78.92608
277.651,63,1.4146573E-16,25.415634,5.4002194,1.4909117,14.080719,0.9722802,2.3665247,55.55887,8.84,0.999424,14.358736,1,7.084187,-7.274549,1863,40.729424,43.96697,-78.92608
278.026,63,1.4146573E-16,25.409859,10.65579,2.941888,14.081438,1.9185171,4.6696606,109.629555,23.22,0.999424,14.358736,1,13.828442,-0.53029424,1875.5,106.27081,43.96697,-78.92608
278.400,63,1.4146573E-16,25.406218,27.98953,7.7274485,14.083325,5.039363,12.265782,287.9636,32.41,0.999424,14.358736,1,14.240892,-0.11784316,1854.75,149.99007,43.966717,-78.925964
278.782,64,0.03607608,25.403824,39.06721,10.785814,14.0859585,7.0338397,17.120327,401.9337,14.99,0.999424,14.358736,1,9.536231,-4.822505,1880.75,68.413124,43.966717,-78.925964
279.181,64,0.03607608,25.39871,18.069038,4.988564,14.087282,3.2532322,7.7946253,182.99431,7.94,0.999424,14.358736,1,5.5930176,-8.765718,1843,36.979755,43.966717,-78.925964
279.548,64,1.4146573E-16,25.392538,9.570925,2.6423748,14.087928,1.723193,4.1287074,96.92961,5.12,0.999424,14.358736,1,3.7347217,-10.624014,1792.5,24.517694,43.96659,-78.92591
279.916,64,1.4146573E-16,25.386126,6.1716795,1.703899,14.088345,1.1111773,2.6623402,62.503727,4.93,0.999424,14.358736,1,3.2361546,-11.1225815,1794.75,23.578262,43.96659,-78.92591
280.298,64,1.4146573E-16,25.379946,5.942652,1.6406684,14.088729,1.0699422,2.5635426,60.184254,4.97,0.999424,14.358736,1,3.69393,-10.664806,1801.75,23.67722,43.96633,-78.9258
280.665,63,-0.034971498,25.373804,5.9908686,1.6539801,14.089118,1.0786233,2.584342,60.67256,8.86,0.999424,14.358736,1,6.3091416,-8.049595,1796.5,42.332638,43.96633,-78.9258
281.047,63,-0.034971498,25.367601,10.679898,2.948544,14.089893,1.9228578,4.6802254,109.87759,4.78,0.999424,14.358736,1,7.0343304,-7.3244057,1788.75,22.937553,43.96633,-78.9258
281.440,63,1.4146573E-16,25.361214,5.7618413,1.5907495,14.090283,1.0373882,2.5249972,59.279327,5.24,0.999424,14.358736,1,7.1340437,-7.2246923,1758.5,25.57748,43.966198,-78.925735
281.804,62,-0.03515871,25.35523,6.316328,1.7438341,14.090692,1.1372206,2.7679887,64.98403,4.76,0.999424,14.358736,1,7.2881465,-7.0705895,1572,25.991016,43.966198,-78.925735
282.209,62,-0.03515871,25.348557,5.7377334,1.5840937,14.09111,1.0330477,2.554988,59.983414,2.18,0.999424,14.358736,1,5.7516527,-8.607083,1351,13.850645,43.966198,-78.925735
282.585,62,1.4146573E-16,25.341957,2.6277854,0.72548825,14.091287,0.47311848,1.1701415,27.471395,2.86,0.999424,14.358736,1,3.970408,-10.388328,1386.5,17.705778,43.966198,-78.925735
282.968,62,1.4146573E-16,25.328316,2.7965422,0.7720792,14.091728,0.50350225,1.2452883,29.235615,2.32,0.999424,14.358736,1,3.780046,-10.57869,1353.75,14.710193,43.966198,-78.925735
283.507,61,-0.039600704,25.328316,2.7965422,0.7720792,14.091728,0.50350225,1.2452883,29.235615,4.2,0.999424,14.358736,1,2.9188845,-11.439852,1359.25,26.522764,43.965942,-78.92562
283.724,61,-0.039600704,25.322432,5.0627055,1.3977296,14.092056,0.9115127,2.2913585,53.79419,3.19,0.999424,14.358736,1,2.9823384,-11.376397,1339.75,20.437876,43.965942,-78.92562
283.798,61,-0.039600704,25.315628,3.8452456,1.061609,14.092336,0.6923156,1.7403413,40.857967,3.19,0.999424,14.358736,1,2.9823384,-11.376397,1339.75,20.437876,43.965942,-78.92562
